fragment;ai
rec047_20091102_09.19.21(1995-2010).csv;50.0
rec047_20091102_09.19.21(2010-2025).csv;50.0
rec047_20091102_09.19.21(2025-2040).csv;50.0
rec047_20091102_09.19.21(2040-2055).csv;50.0
rec047_20091102_09.19.21(2055-2070).csv;50.0
rec047_20091102_09.19.21(2070-2085).csv;50.0
rec047_20091102_09.19.21(2085-2100).csv;50.0
rec047_20091102_09.19.21(2100-2115).csv;50.0
rec047_20091102_09.19.21(2115-2130).csv;50.0
rec047_20091102_09.19.21(2130-2145).csv;50.0
rec047_20091102_09.19.21(2145-2160).csv;50.0
rec047_20091102_09.19.21(2160-2175).csv;50.0
rec047_20091102_09.19.21(2175-2190).csv;50.0
rec047_20091102_09.19.21(2190-2205).csv;50.0
rec047_20091102_09.19.21(2205-2220).csv;50.0
rec047_20091102_09.19.21(2220-2235).csv;50.0
rec047_20091102_09.19.21(2235-2250).csv;50.0
rec047_20091102_09.19.21(2250-2265).csv;50.0
rec047_20091102_09.19.21(2265-2280).csv;50.0
rec047_20091102_09.19.21(2280-2295).csv;50.0
rec047_20091102_09.19.21(2295-2310).csv;50.0
rec047_20091102_09.19.21(2310-2325).csv;50.0
rec047_20091102_09.19.21(2325-2340).csv;50.0
rec047_20091102_09.19.21(2340-2355).csv;50.0
rec047_20091102_09.19.21(2355-2370).csv;50.0
rec047_20091102_09.19.21(2370-2385).csv;50.0
rec047_20091102_09.19.21(2385-2400).csv;50.0
rec047_20091102_09.19.21(2400-2415).csv;50.0
rec047_20091102_09.19.21(2415-2430).csv;50.0
rec047_20091102_09.19.21(2430-2445).csv;50.0
rec047_20091102_09.19.21(2445-2460).csv;50.0
rec047_20091102_09.19.21(2460-2475).csv;50.0
rec047_20091102_09.19.21(2475-2490).csv;50.0
rec047_20091102_09.19.21(2490-2505).csv;50.0
rec047_20091102_09.19.21(2505-2520).csv;50.0
rec047_20091102_09.19.21(2520-2535).csv;50.0
rec047_20091102_09.19.21(2535-2550).csv;50.0
rec047_20091102_09.19.21(2550-2565).csv;50.0
rec047_20091102_09.19.21(2565-2580).csv;50.0
rec047_20091102_09.19.21(2580-2595).csv;50.0
rec047_20091102_09.19.21(2595-2610).csv;50.0
rec047_20091102_09.19.21(2610-2625).csv;50.0
rec047_20091102_09.19.21(2625-2640).csv;50.0
rec047_20091102_09.19.21(2640-2655).csv;50.0
rec047_20091102_09.19.21(2655-2670).csv;50.0
rec047_20091102_09.19.21(2670-2685).csv;50.0
rec047_20091102_09.19.21(2685-2700).csv;50.0
rec047_20091102_09.19.21(2700-2715).csv;50.0
rec047_20091102_09.19.21(2715-2730).csv;50.0
rec047_20091102_09.19.21(2730-2745).csv;50.0
rec047_20091102_09.19.21(2745-2760).csv;50.0
rec047_20091102_09.19.21(2760-2775).csv;50.0
rec047_20091102_09.19.21(2775-2790).csv;50.0
rec047_20091102_09.19.21(2790-2805).csv;50.0
rec047_20091102_09.19.21(2805-2820).csv;50.0
rec047_20091102_09.19.21(2820-2835).csv;50.0
rec047_20091102_09.19.21(2835-2850).csv;50.0
rec047_20091102_09.19.21(2850-2865).csv;50.0
rec047_20091102_09.19.21(2865-2880).csv;50.0
rec047_20091102_09.19.21(2880-2895).csv;50.0
rec047_20091102_09.19.21(2895-2910).csv;50.0
rec047_20091102_09.19.21(2910-2925).csv;50.0
rec047_20091102_09.19.21(2925-2940).csv;50.0
rec047_20091102_09.19.21(2940-2955).csv;50.0
rec047_20091102_09.19.21(2955-2970).csv;50.0
rec047_20091102_09.19.21(2970-2985).csv;50.0
rec047_20091102_09.19.21(2985-3000).csv;50.0
rec047_20091102_09.19.21(3000-3015).csv;50.0
rec047_20091102_09.19.21(3015-3030).csv;50.0
rec047_20091102_09.19.21(3030-3045).csv;50.0
rec047_20091102_09.19.21(3045-3060).csv;50.0
rec047_20091102_09.19.21(3060-3075).csv;50.0
rec047_20091102_09.19.21(3075-3090).csv;50.0
rec047_20091102_09.19.21(3090-3105).csv;50.0
rec047_20091102_09.19.21(3105-3120).csv;50.0
rec047_20091102_09.19.21(3120-3135).csv;50.0
rec047_20091102_09.19.21(3135-3150).csv;50.0
rec047_20091102_09.19.21(3150-3165).csv;50.0
rec047_20091102_09.19.21(3165-3180).csv;50.0
rec047_20091102_09.19.21(3180-3195).csv;50.0
rec047_20091102_09.19.21(3195-3210).csv;50.0
rec047_20091102_09.19.21(3210-3225).csv;50.0
rec047_20091102_09.19.21(3225-3240).csv;50.0
rec047_20091102_09.19.21(3240-3255).csv;50.0
rec047_20091102_09.19.21(3255-3270).csv;50.0
rec047_20091102_09.19.21(3270-3285).csv;50.0
rec047_20091102_09.19.21(3285-3300).csv;50.0
rec047_20091102_09.19.21(3300-3315).csv;50.0
rec047_20091102_09.19.21(3315-3330).csv;50.0
rec047_20091102_09.19.21(3330-3345).csv;50.0
rec047_20091102_09.19.21(3345-3360).csv;50.0
rec047_20091102_09.19.21(3360-3375).csv;50.0
rec047_20091102_09.19.21(3375-3390).csv;34.0
rec047_20091102_09.19.21(3390-3405).csv;30.0
rec047_20091102_09.19.21(3405-3420).csv;30.0
rec047_20091102_09.19.21(3420-3435).csv;30.0
rec047_20091102_09.19.21(3435-3450).csv;30.0
rec047_20091102_09.19.21(3450-3465).csv;30.0
rec047_20091102_09.19.21(3465-3480).csv;30.0
rec047_20091102_09.19.21(3480-3495).csv;30.0
rec047_20091102_09.19.21(3495-3510).csv;30.0
rec047_20091102_09.19.21(3510-3525).csv;30.0
rec047_20091102_09.19.21(3525-3540).csv;30.0
rec047_20091102_09.19.21(3540-3555).csv;30.0
rec047_20091102_09.19.21(3555-3570).csv;30.0
rec047_20091102_09.19.21(3570-3585).csv;30.0
rec047_20091102_09.19.21(3585-3600).csv;30.0
rec047_20091102_09.19.21(3600-3615).csv;30.0
rec047_20091102_09.19.21(3615-3630).csv;30.0
rec047_20091102_09.19.21(3630-3645).csv;30.0
rec047_20091102_09.19.21(3645-3660).csv;30.0
rec047_20091102_09.19.21(3660-3675).csv;30.0
rec047_20091102_09.19.21(3675-3690).csv;30.0
rec047_20091102_09.19.21(3690-3705).csv;30.0
rec047_20091102_09.19.21(3705-3720).csv;30.0
rec047_20091102_09.19.21(3720-3735).csv;30.0
rec047_20091102_09.19.21(3735-3750).csv;30.0
rec047_20091102_09.19.21(3750-3765).csv;30.0
rec047_20091102_09.19.21(3765-3780).csv;30.0
rec047_20091102_09.19.21(3780-3795).csv;30.0
rec047_20091102_09.19.21(3795-3810).csv;30.0
rec047_20091102_09.19.21(3810-3825).csv;30.0
rec047_20091102_09.19.21(3825-3840).csv;30.0
rec047_20091102_09.19.21(3840-3855).csv;30.0
rec047_20091102_09.19.21(3855-3870).csv;30.0
rec047_20091102_09.19.21(3870-3885).csv;30.0
rec047_20091102_09.19.21(3885-3900).csv;30.0
rec047_20091102_09.19.21(3900-3915).csv;30.0
rec047_20091102_09.19.21(3915-3930).csv;30.0
rec047_20091102_09.19.21(3930-3945).csv;30.0
rec047_20091102_09.19.21(3945-3960).csv;30.0
rec047_20091102_09.19.21(3960-3975).csv;30.0
rec047_20091102_09.19.21(3975-3990).csv;30.0
rec047_20091102_09.19.21(3990-4005).csv;30.0
rec047_20091102_09.19.21(4005-4020).csv;30.0
rec047_20091102_09.19.21(4020-4035).csv;30.0
rec047_20091102_09.19.21(4035-4050).csv;30.0
rec047_20091102_09.19.21(4050-4065).csv;30.0
rec047_20091102_09.19.21(4065-4080).csv;30.0
rec047_20091102_09.19.21(4080-4095).csv;30.0
rec047_20091102_09.19.21(4095-4110).csv;38.0
rec047_20091102_09.19.21(4110-4125).csv;50.0
rec047_20091102_09.19.21(4125-4140).csv;50.0
rec047_20091102_09.19.21(4140-4155).csv;50.0
rec047_20091102_09.19.21(4155-4170).csv;50.0
rec047_20091102_09.19.21(4170-4185).csv;50.0
rec047_20091102_09.19.21(4185-4200).csv;50.0
rec047_20091102_09.19.21(4200-4215).csv;50.0
rec047_20091102_09.19.21(4215-4230).csv;50.0
rec047_20091102_09.19.21(4230-4245).csv;50.0
rec047_20091102_09.19.21(4245-4260).csv;50.0
rec047_20091102_09.19.21(4260-4275).csv;50.0
rec047_20091102_09.19.21(4275-4290).csv;50.0
rec047_20091102_09.19.21(4290-4305).csv;50.0
rec047_20091102_09.19.21(4305-4320).csv;50.0
rec047_20091102_09.19.21(4320-4335).csv;50.0
rec047_20091102_09.19.21(4335-4350).csv;50.0
rec047_20091102_09.19.21(4350-4365).csv;50.0
rec047_20091102_09.19.21(4365-4380).csv;50.0
rec047_20091102_09.19.21(4380-4395).csv;50.0
rec047_20091102_09.19.21(4395-4410).csv;50.0
rec047_20091102_09.19.21(4410-4425).csv;50.0
rec047_20091102_09.19.21(4425-4440).csv;50.0
rec047_20091102_09.19.21(4440-4455).csv;50.0
rec047_20091102_09.19.21(4455-4470).csv;50.0
rec047_20091102_09.19.21(4470-4485).csv;50.0
rec047_20091102_09.19.21(4485-4500).csv;50.0
rec047_20091102_09.19.21(4500-4515).csv;50.0
rec047_20091102_09.19.21(4515-4530).csv;50.0
rec047_20091102_09.19.21(4530-4545).csv;50.0
rec047_20091102_09.19.21(4545-4560).csv;50.0
rec047_20091102_09.19.21(4560-4575).csv;50.0
rec047_20091102_09.19.21(4575-4590).csv;50.0
rec047_20091102_09.19.21(4590-4605).csv;50.0
rec047_20091102_09.19.21(4605-4620).csv;50.0
rec047_20091102_09.19.21(4620-4635).csv;50.0
rec047_20091102_09.19.21(4635-4650).csv;50.0
rec047_20091102_09.19.21(4650-4665).csv;50.0
rec047_20091102_09.19.21(4665-4680).csv;50.0
rec047_20091102_09.19.21(4680-4695).csv;50.0
rec047_20091102_09.19.21(4695-4710).csv;50.0
rec047_20091102_09.19.21(4710-4725).csv;50.0
rec047_20091102_09.19.21(4725-4740).csv;50.0
rec047_20091102_09.19.21(4740-4755).csv;50.0
rec047_20091102_09.19.21(4755-4770).csv;50.0
rec047_20091102_09.19.21(4770-4785).csv;50.0
rec047_20091102_09.19.21(4785-4800).csv;50.0
rec047_20091102_09.19.21(4800-4815).csv;50.0
rec047_20091102_09.19.21(4815-4830).csv;50.0
rec047_20091102_09.19.21(4830-4845).csv;50.0
rec047_20091102_09.19.21(4845-4860).csv;50.0
rec047_20091102_09.19.21(4860-4875).csv;50.0
rec047_20091102_09.19.21(4875-4890).csv;50.0
rec047_20091102_09.19.21(4890-4905).csv;50.0
rec047_20091102_09.19.21(4905-4920).csv;50.0
rec047_20091102_09.19.21(4920-4935).csv;50.0
rec047_20091102_09.19.21(4935-4950).csv;50.0
rec047_20091102_09.19.21(4950-4965).csv;50.0
rec047_20091102_09.19.21(4965-4980).csv;50.0
rec047_20091102_09.19.21(4980-4995).csv;50.0
rec047_20091102_09.19.21(4995-5010).csv;50.0
rec048_20091102_11.04.47(0-15).csv;None
rec048_20091102_11.04.47(105-120).csv;97.0
rec048_20091102_11.04.47(120-135).csv;97.0
rec048_20091102_11.04.47(135-150).csv;97.0
rec048_20091102_11.04.47(15-30).csv;-1
rec048_20091102_11.04.47(150-165).csv;97.0
rec048_20091102_11.04.47(165-180).csv;97.0
rec048_20091102_11.04.47(180-195).csv;93.4
rec048_20091102_11.04.47(195-210).csv;70.0
rec048_20091102_11.04.47(210-225).csv;70.0
rec048_20091102_11.04.47(225-240).csv;70.0
rec048_20091102_11.04.47(240-255).csv;-1
rec048_20091102_11.04.47(255-270).csv;-1
rec048_20091102_11.04.47(270-285).csv;-1
rec048_20091102_11.04.47(285-300).csv;-1
rec048_20091102_11.04.47(30-45).csv;-1
rec048_20091102_11.04.47(300-315).csv;-1
rec048_20091102_11.04.47(315-330).csv;-1
rec048_20091102_11.04.47(45-60).csv;-1
rec048_20091102_11.04.47(60-75).csv;-1
rec048_20091102_11.04.47(75-90).csv;97.0
rec048_20091102_11.04.47(90-105).csv;97.0
rec048_20091102_11.04.47(330-345).csv;-1
rec048_20091102_11.04.47(345-360).csv;-1
rec048_20091102_11.04.47(360-375).csv;-1
rec048_20091102_11.04.47(375-390).csv;-1
rec048_20091102_11.04.47(390-405).csv;-1
rec048_20091102_11.04.47(405-420).csv;-1
rec048_20091102_11.04.47(420-435).csv;-1
rec048_20091102_11.04.47(435-450).csv;-1
rec048_20091102_11.04.47(450-465).csv;-1
rec048_20091102_11.04.47(465-480).csv;-1
rec048_20091102_11.04.47(480-495).csv;-1
rec048_20091102_11.04.47(495-510).csv;-1
rec048_20091102_11.04.47(510-525).csv;-1
rec048_20091102_11.04.47(525-540).csv;-1
rec048_20091102_11.04.47(540-555).csv;-1
rec048_20091102_11.04.47(555-570).csv;-1
rec048_20091102_11.04.47(570-585).csv;-1
rec048_20091102_11.04.47(585-600).csv;-1
rec048_20091102_11.04.47(600-615).csv;50.0
rec048_20091102_11.04.47(615-630).csv;50.0
rec048_20091102_11.04.47(630-645).csv;50.0
rec048_20091102_11.04.47(645-660).csv;50.0
rec048_20091102_11.04.47(660-675).csv;50.0
rec048_20091102_11.04.47(675-690).csv;50.0
rec048_20091102_11.04.47(690-705).csv;50.0
rec048_20091102_11.04.47(705-720).csv;50.0
rec048_20091102_11.04.47(720-735).csv;50.0
rec048_20091102_11.04.47(735-750).csv;50.0
rec048_20091102_11.04.47(750-765).csv;50.0
rec048_20091102_11.04.47(765-780).csv;50.0
rec048_20091102_11.04.47(780-795).csv;50.0
rec048_20091102_11.04.47(795-810).csv;50.0
rec048_20091102_11.04.47(810-825).csv;50.0
rec048_20091102_11.04.47(825-840).csv;50.0
rec048_20091102_11.04.47(840-855).csv;50.0
rec048_20091102_11.04.47(855-870).csv;50.0
rec048_20091102_11.04.47(870-885).csv;50.0
rec048_20091102_11.04.47(885-900).csv;50.0
rec048_20091102_11.04.47(900-915).csv;50.0
rec048_20091102_11.04.47(915-930).csv;50.0
rec048_20091102_11.04.47(930-945).csv;50.0
rec048_20091102_11.04.47(945-960).csv;50.0
rec048_20091102_11.04.47(960-975).csv;50.0
rec048_20091102_11.04.47(1005-1020).csv;50.0
rec048_20091102_11.04.47(1020-1035).csv;50.0
rec048_20091102_11.04.47(1035-1050).csv;50.0
rec048_20091102_11.04.47(1050-1065).csv;50.0
rec048_20091102_11.04.47(1065-1080).csv;50.0
rec048_20091102_11.04.47(1080-1095).csv;50.0
rec048_20091102_11.04.47(1095-1110).csv;50.0
rec048_20091102_11.04.47(1110-1125).csv;50.0
rec048_20091102_11.04.47(1125-1140).csv;50.0
rec048_20091102_11.04.47(1140-1155).csv;50.0
rec048_20091102_11.04.47(1155-1170).csv;50.0
rec048_20091102_11.04.47(1170-1185).csv;50.0
rec048_20091102_11.04.47(1185-1200).csv;50.0
rec048_20091102_11.04.47(1200-1215).csv;50.0
rec048_20091102_11.04.47(1215-1230).csv;50.0
rec048_20091102_11.04.47(1230-1245).csv;50.0
rec048_20091102_11.04.47(1245-1260).csv;50.0
rec048_20091102_11.04.47(1260-1275).csv;50.0
rec048_20091102_11.04.47(1275-1290).csv;50.0
rec048_20091102_11.04.47(975-990).csv;50.0
rec048_20091102_11.04.47(990-1005).csv;50.0
rec048_20091102_11.04.47(1290-1305).csv;50.0
rec048_20091102_11.04.47(1305-1320).csv;50.0
rec048_20091102_11.04.47(1320-1335).csv;50.0
rec048_20091102_11.04.47(1335-1350).csv;50.0
rec048_20091102_11.04.47(1350-1365).csv;50.0
rec048_20091102_11.04.47(1365-1380).csv;50.0
rec048_20091102_11.04.47(1380-1395).csv;50.0
rec048_20091102_11.04.47(1395-1410).csv;50.0
rec048_20091102_11.04.47(1410-1425).csv;50.0
rec048_20091102_11.04.47(1425-1440).csv;50.0
rec048_20091102_11.04.47(1440-1455).csv;50.0
rec048_20091102_11.04.47(1455-1470).csv;50.0
rec048_20091102_11.04.47(1470-1485).csv;50.0
rec048_20091102_11.04.47(1485-1500).csv;50.0
rec048_20091102_11.04.47(1500-1515).csv;50.0
rec048_20091102_11.04.47(1515-1530).csv;50.0
rec048_20091102_11.04.47(1530-1545).csv;50.0
rec048_20091102_11.04.47(1545-1560).csv;50.0
rec048_20091102_11.04.47(1560-1575).csv;50.0
rec048_20091102_11.04.47(1575-1590).csv;50.0
rec048_20091102_11.04.47(1590-1605).csv;50.0
rec048_20091102_11.04.47(1605-1620).csv;50.0
rec048_20091102_11.04.47(1620-1635).csv;50.0
rec048_20091102_11.04.47(1635-1650).csv;50.0
rec048_20091102_11.04.47(1650-1665).csv;50.0
rec048_20091102_11.04.47(1665-1680).csv;50.0
rec048_20091102_11.04.47(1680-1695).csv;50.0
rec048_20091102_11.04.47(1695-1710).csv;50.0
rec048_20091102_11.04.47(1710-1725).csv;50.0
rec048_20091102_11.04.47(1725-1740).csv;50.0
rec048_20091102_11.04.47(1740-1755).csv;50.0
rec048_20091102_11.04.47(1755-1770).csv;50.0
rec048_20091102_11.04.47(1770-1785).csv;50.0
rec048_20091102_11.04.47(1785-1800).csv;50.0
rec048_20091102_11.04.47(1800-1815).csv;50.0
rec048_20091102_11.04.47(1815-1830).csv;50.0
rec048_20091102_11.04.47(1830-1845).csv;50.0
rec048_20091102_11.04.47(1845-1860).csv;50.0
rec048_20091102_11.04.47(1860-1875).csv;50.0
rec048_20091102_11.04.47(1875-1890).csv;50.0
rec048_20091102_11.04.47(1890-1905).csv;50.0
rec048_20091102_11.04.47(1905-1920).csv;50.0
rec048_20091102_11.04.47(1920-1935).csv;50.0
rec048_20091102_11.04.47(1935-1950).csv;50.0
rec048_20091102_11.04.47(1950-1965).csv;50.0
rec048_20091102_11.04.47(1965-1980).csv;50.0
rec048_20091102_11.04.47(1980-1995).csv;50.0
rec048_20091102_11.04.47(1995-2010).csv;50.0
rec048_20091102_11.04.47(2010-2025).csv;50.0
rec048_20091102_11.04.47(2025-2040).csv;50.0
rec048_20091102_11.04.47(2040-2055).csv;50.0
rec048_20091102_11.04.47(2055-2070).csv;50.0
rec048_20091102_11.04.47(2070-2085).csv;50.0
rec048_20091102_11.04.47(2085-2100).csv;50.0
rec048_20091102_11.04.47(2100-2115).csv;50.0
rec048_20091102_11.04.47(2115-2130).csv;50.0
rec048_20091102_11.04.47(2130-2145).csv;50.0
rec048_20091102_11.04.47(2145-2160).csv;50.0
rec048_20091102_11.04.47(2160-2175).csv;50.0
rec048_20091102_11.04.47(2175-2190).csv;50.0
rec048_20091102_11.04.47(2190-2205).csv;50.0
rec048_20091102_11.04.47(2205-2220).csv;50.0
rec048_20091102_11.04.47(2220-2235).csv;50.0
rec048_20091102_11.04.47(2235-2250).csv;50.0
rec048_20091102_11.04.47(2250-2265).csv;50.0
rec048_20091102_11.04.47(2265-2280).csv;50.0
rec048_20091102_11.04.47(2280-2295).csv;50.0
rec048_20091102_11.04.47(2295-2310).csv;50.0
rec048_20091102_11.04.47(2310-2325).csv;50.0
rec048_20091102_11.04.47(2325-2340).csv;50.0
rec048_20091102_11.04.47(2340-2355).csv;-1
rec048_20091102_11.04.47(2355-2370).csv;-1
rec048_20091102_11.04.47(2370-2385).csv;-1
rec048_20091102_11.04.47(2385-2400).csv;-1
rec048_20091102_11.04.47(2400-2415).csv;50.0
rec048_20091102_11.04.47(2415-2430).csv;50.0
rec048_20091102_11.04.47(2430-2445).csv;50.0
rec048_20091102_11.04.47(2445-2460).csv;50.0
rec048_20091102_11.04.47(2460-2475).csv;50.0
rec048_20091102_11.04.47(2475-2490).csv;50.0
rec048_20091102_11.04.47(2490-2505).csv;50.0
rec048_20091102_11.04.47(2505-2520).csv;50.0
rec048_20091102_11.04.47(2520-2535).csv;50.0
rec048_20091102_11.04.47(2535-2550).csv;50.0
rec048_20091102_11.04.47(2550-2565).csv;50.0
rec048_20091102_11.04.47(2565-2580).csv;50.0
rec048_20091102_11.04.47(2580-2595).csv;50.0
rec048_20091102_11.04.47(2595-2610).csv;50.0
rec048_20091102_11.04.47(2610-2625).csv;50.0
rec048_20091102_11.04.47(2625-2640).csv;50.0
rec048_20091102_11.04.47(2640-2655).csv;50.0
rec048_20091102_11.04.47(2655-2670).csv;50.0
rec048_20091102_11.04.47(2670-2685).csv;50.0
rec048_20091102_11.04.47(2685-2700).csv;50.0
rec048_20091102_11.04.47(2700-2715).csv;50.0
rec048_20091102_11.04.47(2715-2730).csv;50.0
rec048_20091102_11.04.47(2730-2745).csv;50.0
rec048_20091102_11.04.47(2745-2760).csv;50.0
rec048_20091102_11.04.47(2760-2775).csv;50.0
rec048_20091102_11.04.47(2775-2790).csv;50.0
rec048_20091102_11.04.47(2790-2805).csv;50.0
rec048_20091102_11.04.47(2805-2820).csv;50.0
rec048_20091102_11.04.47(2820-2835).csv;50.0
rec048_20091102_11.04.47(2835-2850).csv;50.0
rec048_20091102_11.04.47(2850-2865).csv;50.0
rec048_20091102_11.04.47(2865-2880).csv;50.0
rec048_20091102_11.04.47(2880-2895).csv;50.0
rec048_20091102_11.04.47(2895-2910).csv;50.0
rec048_20091102_11.04.47(2910-2925).csv;50.0
rec048_20091102_11.04.47(2925-2940).csv;50.0
rec048_20091102_11.04.47(2940-2955).csv;50.0
rec048_20091102_11.04.47(2955-2970).csv;50.0
rec048_20091102_11.04.47(2970-2985).csv;50.0
rec048_20091102_11.04.47(2985-3000).csv;50.0
rec048_20091102_11.04.47(3000-3015).csv;50.0
rec048_20091102_11.04.47(3015-3030).csv;50.0
rec048_20091102_11.04.47(3030-3045).csv;50.0
rec048_20091102_11.04.47(3045-3060).csv;50.0
rec048_20091102_11.04.47(3060-3075).csv;50.0
rec048_20091102_11.04.47(3075-3090).csv;50.0
rec048_20091102_11.04.47(3090-3105).csv;50.0
rec048_20091102_11.04.47(3105-3120).csv;50.0
rec048_20091102_11.04.47(3120-3135).csv;50.0
rec048_20091102_11.04.47(3135-3150).csv;50.0
rec048_20091102_11.04.47(3150-3165).csv;50.0
rec048_20091102_11.04.47(3165-3180).csv;50.0
rec048_20091102_11.04.47(3180-3195).csv;50.0
rec048_20091102_11.04.47(3195-3210).csv;50.0
rec048_20091102_11.04.47(3210-3225).csv;50.0
rec048_20091102_11.04.47(3225-3240).csv;50.0
rec048_20091102_11.04.47(3240-3255).csv;50.0
rec048_20091102_11.04.47(3255-3270).csv;50.0
rec048_20091102_11.04.47(3270-3285).csv;50.0
rec048_20091102_11.04.47(3285-3300).csv;50.0
rec048_20091102_11.04.47(3300-3315).csv;50.0
rec048_20091102_11.04.47(3315-3330).csv;50.0
rec048_20091102_11.04.47(3330-3345).csv;50.0
rec048_20091102_11.04.47(3345-3360).csv;50.0
rec048_20091102_11.04.47(3360-3375).csv;50.0
rec048_20091102_11.04.47(3375-3390).csv;50.0
rec048_20091102_11.04.47(3390-3405).csv;50.0
rec048_20091102_11.04.47(3405-3420).csv;50.0
rec048_20091102_11.04.47(3420-3435).csv;50.0
rec048_20091102_11.04.47(3435-3450).csv;50.0
rec048_20091102_11.04.47(3450-3465).csv;50.0
rec048_20091102_11.04.47(3465-3480).csv;50.0
rec048_20091102_11.04.47(3480-3495).csv;50.0
rec048_20091102_11.04.47(3495-3510).csv;50.0
rec048_20091102_11.04.47(3510-3525).csv;50.0
rec048_20091102_11.04.47(3525-3540).csv;50.0
rec048_20091102_11.04.47(3540-3555).csv;50.0
rec048_20091102_11.04.47(3555-3570).csv;50.0
rec048_20091102_11.04.47(3570-3585).csv;50.0
rec048_20091102_11.04.47(3585-3600).csv;50.0
rec048_20091102_11.04.47(3600-3615).csv;50.0
rec048_20091102_11.04.47(3615-3630).csv;50.0
rec048_20091102_11.04.47(3630-3645).csv;50.0
rec048_20091102_11.04.47(3645-3660).csv;50.0
rec048_20091102_11.04.47(3660-3675).csv;50.0
rec048_20091102_11.04.47(3675-3690).csv;50.0
rec048_20091102_11.04.47(3690-3705).csv;50.0
rec048_20091102_11.04.47(3705-3720).csv;50.0
rec048_20091102_11.04.47(3720-3735).csv;50.0
rec048_20091102_11.04.47(3735-3750).csv;50.0
rec048_20091102_11.04.47(3750-3765).csv;50.0
rec048_20091102_11.04.47(3765-3780).csv;50.0
rec048_20091102_11.04.47(3780-3795).csv;50.0
rec048_20091102_11.04.47(3795-3810).csv;50.0
rec048_20091102_11.04.47(3810-3825).csv;50.0
rec048_20091102_11.04.47(3825-3840).csv;50.0
rec048_20091102_11.04.47(3840-3855).csv;50.0
rec048_20091102_11.04.47(3855-3870).csv;50.0
rec048_20091102_11.04.47(3870-3885).csv;50.0
rec048_20091102_11.04.47(3885-3900).csv;50.0
rec048_20091102_11.04.47(3900-3915).csv;50.0
rec048_20091102_11.04.47(3915-3930).csv;50.0
rec048_20091102_11.04.47(3930-3945).csv;50.0
rec048_20091102_11.04.47(3945-3960).csv;50.0
rec048_20091102_11.04.47(3960-3975).csv;50.0
rec048_20091102_11.04.47(3975-3990).csv;50.0
rec048_20091102_11.04.47(3990-4005).csv;50.0
rec048_20091102_11.04.47(4005-4020).csv;50.0
rec048_20091102_11.04.47(4020-4035).csv;50.0
rec048_20091102_11.04.47(4035-4050).csv;50.0
rec048_20091102_11.04.47(4050-4065).csv;50.0
rec048_20091102_11.04.47(4065-4080).csv;50.0
rec048_20091102_11.04.47(4080-4095).csv;50.0
rec048_20091102_11.04.47(4095-4110).csv;50.0
rec048_20091102_11.04.47(4110-4125).csv;50.0
rec048_20091102_11.04.47(4125-4140).csv;50.0
rec048_20091102_11.04.47(4140-4155).csv;50.0
rec048_20091102_11.04.47(4155-4170).csv;50.0
rec048_20091102_11.04.47(4170-4185).csv;50.0
rec048_20091102_11.04.47(4185-4200).csv;50.0
rec048_20091102_11.04.47(4200-4215).csv;50.0
rec048_20091102_11.04.47(4215-4230).csv;50.0
rec048_20091102_11.04.47(4230-4245).csv;50.0
rec048_20091102_11.04.47(4245-4260).csv;50.0
rec048_20091102_11.04.47(4260-4275).csv;50.0
rec048_20091102_11.04.47(4275-4290).csv;50.0
rec048_20091102_11.04.47(4290-4305).csv;50.0
rec048_20091102_11.04.47(4305-4320).csv;50.0
rec048_20091102_11.04.47(4320-4335).csv;50.0
rec048_20091102_11.04.47(4335-4350).csv;50.0
rec048_20091102_11.04.47(4350-4365).csv;50.0
rec048_20091102_11.04.47(4365-4380).csv;50.0
rec048_20091102_11.04.47(4380-4395).csv;50.0
rec048_20091102_11.04.47(4395-4410).csv;50.0
rec048_20091102_11.04.47(4410-4425).csv;50.0
rec048_20091102_11.04.47(4425-4440).csv;50.0
rec048_20091102_11.04.47(4440-4455).csv;50.0
rec048_20091102_11.04.47(4455-4470).csv;50.0
rec048_20091102_11.04.47(4470-4485).csv;50.0
rec048_20091102_11.04.47(4485-4500).csv;50.0
rec048_20091102_11.04.47(4500-4515).csv;50.0
rec048_20091102_11.04.47(4515-4530).csv;50.0
rec048_20091102_11.04.47(4530-4545).csv;50.0
rec048_20091102_11.04.47(4545-4560).csv;50.0
rec048_20091102_11.04.47(4560-4575).csv;50.0
rec048_20091102_11.04.47(4575-4590).csv;50.0
rec048_20091102_11.04.47(4590-4605).csv;50.0
rec048_20091102_11.04.47(4605-4620).csv;50.0
rec048_20091102_11.04.47(4620-4635).csv;50.0
rec048_20091102_11.04.47(4635-4650).csv;50.0
rec048_20091102_11.04.47(4650-4665).csv;50.0
rec048_20091102_11.04.47(4665-4680).csv;50.0
rec048_20091102_11.04.47(4680-4695).csv;50.0
rec049_20091103_09.21.34(0-15).csv;None
rec049_20091103_09.21.34(105-120).csv;97.0
rec049_20091103_09.21.34(120-135).csv;97.0
rec049_20091103_09.21.34(135-150).csv;97.0
rec049_20091103_09.21.34(15-30).csv;None
rec049_20091103_09.21.34(150-165).csv;97.0
rec049_20091103_09.21.34(165-180).csv;97.0
rec049_20091103_09.21.34(180-195).csv;97.0
rec049_20091103_09.21.34(195-210).csv;97.0
rec049_20091103_09.21.34(210-225).csv;97.0
rec049_20091103_09.21.34(225-240).csv;97.0
